brand,product,name,specific,lightness,hex,lightToDark,numbers,id
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Bisque N,330,0.641176470588235,#D69D71,True,330.0,89.0
Revlon,ColorStay Light Cover Liquid Foundation,Natural Tan,330,0.564705882352941,#BD8863,True,330.0,114.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Loveable,330C,0.511764705882353,#CD6D38,True,330.0,78.0
Exa,High Fidelity Foundation,Bensley,330,0.615686274509804,#CC906E,False,330.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,330,0.611764705882353,#E09158,True,330.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,330,0.623529411764706,#D89B66,True,330.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,330,0.684313725490196,#ECA871,True,330.0,97.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,R330,0.576470588235294,#B18B75,True,330.0,122.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,330N,0.682352941176471,#DFA37D,True,330.0,98.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,R330,0.823529411764706,#F9C3AB,True,330.0,126.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,330,0.654901960784314,#DAA674,True,330.0,99.0
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,,330N,0.807843137254902,#F2C6AA,True,330.0,100.0
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,,330W,0.631372549019608,#D7966B,True,330.0,116.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,R330,0.784313725490196,#E5C9AB,True,330.0,123.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,,R330,0.682352941176471,#C9A293,True,330.0,124.0
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Butter Pecan,330N,0.529411764705882,#B3875B,True,330.0,101.0
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,,330,0.798039215686275,#ECCBAB,True,330.0,117.0
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Tan,330,0.707843137254902,#DCAF8D,True,330.0,118.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Neutral,331,0.631372549019608,#D0A072,False,331.0,127.0
Anastasia Beverly Hills,Luminous Foundation,,332C,0.549019607843137,#BA915E,True,332.0,91.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Golden Caramel,332,0.588235294117647,#C99263,True,332.0,104.0
Maybelline,Super Stay Full Coverage Foundation,Golden Caramel,332,0.6,#BF9E73,True,332.0,105.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Neutral,333,0.656862745098039,#CFA380,False,333.0,127.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Warm Sun,334,0.566666666666667,#CC8555,True,334.0,104.0
Anastasia Beverly Hills,Luminous Foundation,,335W,0.529411764705882,#B2815C,True,335.0,91.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm,335,0.666666666666667,#D1AA83,False,335.0,127.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Classic Tan,335,0.582352941176471,#CA8B5F,True,335.0,104.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque,335,0.992156862745098,#FDFDFD,True,335.0,88.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y335,0.568627450980392,#B18C71,True,335.0,122.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,Y335,0.809803921568627,#F8C1A5,True,335.0,126.0
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,,335B,0.827450980392157,#F6C3B0,True,335.0,100.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,Y335,0.754901960784314,#DCC6A5,True,335.0,123.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,,Y335,0.66078431372549,#D79F7A,True,335.0,124.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm,337,0.694117647058824,#D7B18B,False,337.0,127.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Spicy Brown,338,0.580392156862745,#C68462,True,338.0,104.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Neutral,339,0.731372549019608,#DCB799,False,339.0,127.0
Anastasia Beverly Hills,Luminous Foundation,,340C,0.454901960784314,#986F50,True,340.0,91.0
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Versatile Nu III,340,0.766666666666667,#F3C094,True,340.0,120.0
Revlon,ColorStay Makeup For Combo/Oily Skin,Early Tan,340,0.684313725490196,#D79F86,True,340.0,111.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Cappuccino,340,0.549019607843137,#C88350,True,340.0,104.0
Maybelline,Super Stay Full Coverage Foundation,Cappuccino,340,0.429411764705882,#A16D3A,True,340.0,105.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque N,340,0.676470588235294,#D6AA83,True,340.0,88.0
Juvia's Place,I Am Magic Foundation,Kampala,340,0.415686274509804,#A35D31,False,340.0,93.0
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Clair 35 N,340,0.647058823529412,#D1A479,True,340.0,89.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Magical,340W,0.476470588235294,#C5692E,True,340.0,78.0
Exa,High Fidelity Foundation,Koko,340,0.63921568627451,#D09276,False,340.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,340,0.57843137254902,#D98D4E,True,340.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,340,0.488235294117647,#A57254,True,340.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,340,0.594117647058824,#C58D6A,True,340.0,97.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,340C,0.641176470588235,#CFA178,True,340.0,98.0
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,,Y340,0.635294117647059,#CC9C78,True,340.0,125.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,340,0.513725490196078,#AC7D5A,True,340.0,99.0
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,,340G,0.696078431372549,#D9B18A,True,340.0,100.0
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,,340N,0.629411764705882,#D69B6B,True,340.0,116.0
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,HUDA BEAUTY FauxFilter Full Coverage Matte Foundation Baklava,340G,0.505882352941176,#B3814F,True,340.0,101.0
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,,340,0.815686274509804,#F6D0AA,True,340.0,117.0
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Suede,340,0.786274509803922,#F4BF9D,True,340.0,118.0
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,Oak,340,0.694117647058824,#E0AB82,True,340.0,119.0
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,,340,0.649019607843137,#C6A485,True,340.0,102.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm Neutral,341,0.735294117647059,#E0B897,False,341.0,127.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Neutral,343,0.747058823529412,#E0BA9D,False,343.0,127.0
Anastasia Beverly Hills,Luminous Foundation,,345C,0.513725490196078,#AF7E57,True,345.0,91.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm,345,0.77843137254902,#E6C3A7,False,345.0,127.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,345,0.53921568627451,#C08553,True,345.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,345,0.672549019607843,#E4A673,True,345.0,97.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y345,0.633333333333333,#C19C82,True,345.0,122.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,Y345,0.768627450980392,#EBB69D,True,345.0,126.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,345,0.627450980392157,#D1A16F,True,345.0,99.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,Y345,0.747058823529412,#DDC4A0,True,345.0,123.0
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,,C345,0.511764705882353,#A7775E,True,345.0,107.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Cool,347,0.811764705882353,#EBC8B3,False,347.0,127.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm,349,0.811764705882353,#EECAB0,False,349.0,127.0
Anastasia Beverly Hills,Luminous Foundation,,350C,0.47843137254902,#A17153,True,350.0,91.0
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,350,0.723529411764706,#EEB683,True,350.0,120.0
Revlon,ColorStay Makeup For Combo/Oily Skin,Rich Tan,350,0.682352941176471,#D5A287,True,350.0,111.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque C,350,0.686274509803922,#DAAA84,True,350.0,88.0
Juvia's Place,I Am Magic Foundation,Somalia,350,0.458823529411765,#B46636,False,350.0,93.0
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Dore 10 N,350,0.631372549019608,#CF9573,True,350.0,89.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Masterful,350W,0.388235294117647,#A94D1D,True,350.0,78.0
Exa,High Fidelity Foundation,KB,350,0.701960784313725,#D7B38F,False,350.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Cool,350,0.584313725490196,#D58655,True,350.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,350,0.527450980392157,#B87E55,True,350.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,350,0.613725490196078,#D79762,True,350.0,97.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,350C,0.650980392156863,#D19A7B,True,350.0,98.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,350,0.588235294117647,#C69666,True,350.0,99.0
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,,350G,0.772549019607843,#F4BF96,True,350.0,100.0
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,,350W,0.590196078431373,#CA9363,True,350.0,116.0
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Dulce De Leche,350G,0.515686274509804,#B38054,True,350.0,101.0
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,,350,0.794117647058823,#EBC7AA,True,350.0,117.0
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Honey,350,0.684313725490196,#D7A986,True,350.0,118.0
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,Maple,350,0.652941176470588,#D59E78,True,350.0,119.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Neutral,351,0.829411764705882,#EECDB9,False,351.0,127.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Cool,353,0.882352941176471,#F2DCD0,False,353.0,127.0
Anastasia Beverly Hills,Luminous Foundation,,355N,0.458823529411765,#A06F4A,True,355.0,91.0
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,355,0.711764705882353,#ECAA7F,True,355.0,120.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm,355,0.849019607843137,#F8D8B9,False,355.0,127.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Coconut,355,0.470588235294118,#AE6742,True,355.0,104.0
Maybelline,Super Stay Full Coverage Foundation,Coconut,355,0.411764705882353,#935F3F,True,355.0,105.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y355,0.576470588235294,#B09076,True,355.0,122.0
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,,Y355,0.672549019607843,#CDA98A,True,355.0,125.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,Y355,0.813725490196078,#F7C3A8,True,355.0,126.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,Y355,0.766666666666667,#DEC6A9,True,355.0,123.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Warm Coconut,356,0.452941176470588,#AA663D,True,356.0,104.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm Neutral,357,0.907843137254902,#F6E6D9,False,357.0,127.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Latte,358,0.507843137254902,#A9725A,True,358.0,104.0
Beauty Bakerie,InstaBake Aqua Glass Foundation,Cool,359,0.927450980392157,#F8EAE1,False,359.0,127.0
Anastasia Beverly Hills,Luminous Foundation,,360C,0.452941176470588,#A16E46,True,360.0,91.0
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,Bisque N,360,0.672549019607843,#D3AB84,True,360.0,110.0
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Versatile Honey III,360,0.672549019607843,#E2A575,True,360.0,120.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Mocha,360,0.409803921568627,#9E6033,True,360.0,104.0
Maybelline,Super Stay Full Coverage Foundation,Mocha,360,0.345098039215686,#775039,True,360.0,105.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque N,360,0.672549019607843,#D2AC85,True,360.0,88.0
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Dore 20 W,360,0.598039215686274,#C78E6A,True,360.0,89.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Original,360N,0.403921568627451,#AD4A21,True,360.0,78.0
Exa,High Fidelity Foundation,Oakjoo,360,0.707843137254902,#DBAF8E,False,360.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Neutral,360,0.586274509803922,#DC834F,True,360.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,360,0.545098039215686,#C28354,True,360.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,360,0.601960784313725,#CF9664,True,360.0,97.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,R360,0.56078431372549,#AC8672,True,360.0,122.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,360W,0.633333333333333,#D1A172,True,360.0,98.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,360,0.590196078431373,#C2986B,True,360.0,99.0
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,,360W,0.582352941176471,#C38F66,True,360.0,116.0
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,,360,0.772549019607843,#EBC19F,True,360.0,117.0
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,Citrine,360,0.619607843137255,#C89574,True,360.0,119.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Truffle,362,0.403921568627451,#90653E,True,362.0,104.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,Y363,0.735294117647059,#E0C297,True,363.0,123.0
Anastasia Beverly Hills,Luminous Foundation,,365C,0.435294117647059,#9B6B43,True,365.0,91.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Nutmeg,365,0.425490196078431,#995840,True,365.0,104.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y365,0.566666666666667,#AD8A74,True,365.0,122.0
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,,Y365,0.654901960784314,#D0A47E,True,365.0,125.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,Y365,0.8,#F8C0A0,True,365.0,126.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,Y365,0.690196078431373,#D5B48B,True,365.0,123.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,,Y365,0.713725490196078,#D6AA96,True,365.0,124.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Deep Golden,368,0.380392156862745,#925730,True,368.0,104.0
Anastasia Beverly Hills,Luminous Foundation,,370W,0.398039215686274,#936038,True,370.0,91.0
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,370,0.607843137254902,#CF9667,True,370.0,120.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Deep Bronze,370,0.396078431372549,#8B553F,True,370.0,104.0
Revlon,ColorStay Makeup For Normal/Dry Skin,Toast,370,0.613725490196078,#CB906E,True,370.0,112.0
Maybelline,Super Stay Full Coverage Foundation,Deep Bronze,370,0.292156862745098,#67442E,True,370.0,105.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,370,0.662745098039216,#D1AA81,True,370.0,88.0
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Dore 25 W,370,0.625490196078431,#CC9B73,True,370.0,89.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Powerful,370C,0.503921568627451,#C96B38,True,370.0,78.0
Exa,High Fidelity Foundation,Dawn,370,0.619607843137255,#CB9971,False,370.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Neutral,370,0.584313725490196,#D0895A,True,370.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,370,0.580392156862745,#CB865D,True,370.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,370,0.670588235294118,#E59E71,True,370.0,97.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,R370,0.52156862745098,#A27E68,True,370.0,122.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,370N,0.643137254901961,#D99E6F,True,370.0,98.0
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,,R370,0.650980392156863,#C5A087,True,370.0,125.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,R370,0.768627450980392,#EEB29A,True,370.0,126.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,370,0.635294117647059,#D09B74,True,370.0,99.0
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,,370O,0.564705882352941,#C18D5F,True,370.0,116.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,R370,0.703921568627451,#D4B393,True,370.0,123.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,,R370,0.662745098039216,#D5A07D,True,370.0,124.0
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,,W370,0.527450980392157,#AC7B61,True,370.0,107.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y373,0.733333333333333,#E0BF96,True,373.0,122.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Java,375,0.349019607843137,#76503C,True,375.0,104.0
Maybelline,Super Stay Full Coverage Foundation,Java,375,0.282352941176471,#5D4233,True,375.0,105.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y375,0.554901960784314,#B38768,True,375.0,122.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,Y375Golden,0.747058823529412,#EAB693,True,375.0,126.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,Y375,0.686274509803922,#D4B18A,True,375.0,123.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,,Y375,0.656862745098039,#D09E7F,True,375.0,124.0
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Espresso,380,0.27843137254902,#5B3D33,True,380.0,104.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,380,0.674509803921569,#D3AC85,True,380.0,88.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Smile,380N,0.390196078431373,#AA4C1D,True,380.0,78.0
Exa,High Fidelity Foundation,Alyssa,380,0.67843137254902,#D5A985,False,380.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,380,0.554901960784314,#C87D53,True,380.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,380,0.594117647058824,#CB8D64,True,380.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,380,0.67843137254902,#E59C75,True,380.0,97.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,380W,0.633333333333333,#D49E6F,True,380.0,98.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,380,0.643137254901961,#D29A76,True,380.0,99.0
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,,380N,0.494117647058824,#B1764B,True,380.0,116.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y383,0.641176470588235,#C0A487,True,383.0,122.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,385,0.449019607843137,#A46B41,True,385.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,385,0.6,#D4965E,True,385.0,97.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y385,0.552941176470588,#AE8A6C,True,385.0,122.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,385,0.57843137254902,#C49663,True,385.0,99.0
Revlon,ColorStay Full Cover Foundation,Early Tan,390,0.674509803921569,#DCA57C,True,390.0,113.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque C,390,0.674509803921569,#D3AD85,True,390.0,88.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Soulful,390N,0.376470588235294,#A1411F,True,390.0,78.0
Exa,High Fidelity Foundation,Allie,390,0.680392156862745,#CEA98D,False,390.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Cool,390,0.556862745098039,#C97F53,True,390.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,390,0.484313725490196,#AC714B,True,390.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,390,0.611764705882353,#CD926B,True,390.0,97.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,390C,0.649019607843137,#CF957C,True,390.0,98.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,390,0.505882352941176,#B07C52,True,390.0,99.0
Anastasia Beverly Hills,Luminous Foundation,,400N,0.374509803921569,#8E5A31,True,400.0,91.0
Revlon,ColorStay Makeup For Combo/Oily Skin,Caramel,400,0.611764705882353,#C69072,True,400.0,111.0
Almay,Clear Complexion Make Myself Clear Makeup,Neutral,400,0.66078431372549,#CF9D82,True,400.0,92.0
Revlon,ColorStay Makeup For Normal/Dry Skin,Caramel,400,0.611764705882353,#C69072,True,400.0,112.0
Almay,Smart Shade Skintone Matching Makeup,Medium Meets Deep,400,0.694117647058824,#DDA785,True,400.0,128.0
Juvia's Place,I Am Magic Foundation,Ethiopia,400,0.625490196078431,#D99C66,False,400.0,93.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Spirited,400C,0.376470588235294,#9F4221,True,400.0,78.0
Exa,High Fidelity Foundation,Lydia,400,0.67843137254902,#D59F85,False,400.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,400,0.535294117647059,#D07741,True,400.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,400,0.405882352941176,#995E36,True,400.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,400,0.519607843137255,#C67943,True,400.0,97.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,400W,0.598039215686274,#C6926B,True,400.0,98.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,400,0.484313725490196,#B17646,True,400.0,99.0
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,,400G,0.786274509803922,#ECC8A5,True,400.0,100.0
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Macchiato,400G,0.484313725490196,#AF8048,True,400.0,101.0
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Dusk,400,0.605882352941176,#C6856F,True,400.0,118.0
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,,400,0.641176470588235,#CE9F79,True,400.0,102.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,,Y405,0.549019607843137,#AE856A,True,405.0,122.0
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,,Y405,0.627450980392157,#CF9C71,True,405.0,125.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,Y405Golden,0.745098039215686,#EFB28D,True,405.0,126.0
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,,405N,0.723529411764706,#E4B38D,True,405.0,100.0
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,,Y405,0.66078431372549,#CBAD86,True,405.0,123.0
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,,Y405,0.664705882352941,#D8A37B,True,405.0,124.0
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,,N405,0.519607843137255,#AE745B,True,405.0,107.0
Anastasia Beverly Hills,Luminous Foundation,,410C,0.347058823529412,#86562B,True,410.0,91.0
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,410,0.725490196078431,#F0B882,True,410.0,120.0
Revlon,ColorStay Makeup For Combo/Oily Skin,Cappuccino,410,0.568627450980392,#BA8468,True,410.0,111.0
Revlon,ColorStay Makeup For Normal/Dry Skin,Cappuccino,410,0.568627450980392,#BA8468,True,410.0,112.0
Revlon,ColorStay Full Cover Foundation,Toast,410,0.598039215686274,#D19660,True,410.0,113.0
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,410,0.664705882352941,#DFA774,True,410.0,88.0
Juvia's Place,I Am Magic Foundation,Nairobi,410,0.450980392156863,#B26634,False,410.0,93.0
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Bisque W,410,0.633333333333333,#DB9B68,True,410.0,89.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Strong,410W,0.284313725490196,#76301B,True,410.0,78.0
Exa,High Fidelity Foundation,James,410,0.780392156862745,#EFC39F,False,410.0,115.0
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,410,0.517647058823529,#C77341,True,410.0,95.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,,410,0.423529411764706,#9A623E,True,410.0,96.0
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,,410,0.535294117647059,#C67A4B,True,410.0,97.0
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,,410N,0.554901960784314,#B98662,True,410.0,98.0
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,,R410Golden,0.733333333333333,#E5AB91,True,410.0,126.0
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,,410,0.5,#B2784D,True,410.0,99.0
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,,410G,0.688235294117647,#DBAC84,True,410.0,100.0
