id_numbers,marca,produto,nome_tom,tom_especifico,luminosidade,codigo_hex,numero_tom,tom_unificado,id_produto,id_produto_origem,grupo_de_tom
2419,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,270,65.2941176470588,#d2a37b,270.0,270,46,96.0,Médio / Medium
2420,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,270,67.6470588235294,#e69d73,270.0,270,45,97.0,Médio / Medium
2421,rare beauty by selena gomez,liquid touch weightless foundation,,270n,72.9411764705882,#e9b48b,270.0,270n,102,98.0,Médio / Medium
2422,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,270,64.5098039215686,#d49c75,270.0,270,44,99.0,Médio / Medium
2423,gucci,fluide de beauté fini naturel - natural finish fluid foundation,,270c,66.07843137254899,#d99e78,270.0,270c,49,116.0,Médio / Medium
2424,revlon,colorstay makeup for combo/oily skin,golden caramel,275,75.6862745098039,#e4b49e,275.0,275,105,111.0,Claro / Light
2425,lancôme,teint idole ultra wear 24h long wear foundation,bisque w,280,72.3529411764706,#e3b58e,280.0,280,75,88.0,Médio / Medium
2426,zoeva,authentik skin natural luminous foundation,honour,280n,57.4509803921569,#d28d53,280.0,280n,128,78.0,Médio / Medium
2427,essence,pretty natural hydrating foundation,cool ebony,280,28.235294117647097,#76461a,280.0,280,42,79.0,Retinto / Deep
2428,exa,high fidelity foundation,mac,280,62.9411764705882,#ce9973,280.0,280,43,115.0,Médio / Medium
2429,smith & cult,veiled threat weightless micro-blurring foundation,warm,280,66.2745098039216,#dc9d76,280.0,280,115,95.0,Médio / Medium
2430,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,280,71.9607843137255,#e3b08c,280.0,280,46,96.0,Médio / Medium
2431,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,280,67.2549019607843,#e79f70,280.0,280,45,97.0,Médio / Medium
2432,rare beauty by selena gomez,liquid touch weightless foundation,,280n,70.0,#e1b484,280.0,280n,102,98.0,Médio / Medium
2433,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,280,63.921568627450995,#d49e72,280.0,280,44,99.0,Médio / Medium
2434,gucci,fluide de beauté fini naturel - natural finish fluid foundation,,280c,63.725490196078404,#ca997b,280.0,280c,49,116.0,Médio / Medium
2435,anastasia beverly hills,luminous foundation,,290c,63.5294117647059,#d2aa72,290.0,290c,5,91.0,Médio / Medium
2436,zoeva,authentik skin natural luminous foundation,intuitive,290w,54.7058823529412,#da7f3d,290.0,290w,128,78.0,Médio / Medium
2437,exa,high fidelity foundation,seb,290,63.5294117647059,#cca078,290.0,290,43,115.0,Médio / Medium
2438,smith & cult,veiled threat weightless micro-blurring foundation,warm,290,65.8823529411765,#dd9b73,290.0,290,115,95.0,Médio / Medium
2439,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,290,69.2156862745098,#ddb284,290.0,290,46,96.0,Médio / Medium
2440,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,290,68.2352941176471,#e6a776,290.0,290,45,97.0,Médio / Medium
2441,rare beauty by selena gomez,liquid touch weightless foundation,,290n,68.8235294117647,#dda982,290.0,290n,102,98.0,Médio / Medium
2442,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,290,64.9019607843137,#d4a577,290.0,290,44,99.0,Médio / Medium
2443,anastasia beverly hills,luminous foundation,,300c,64.7058823529412,#d1aa79,300.0,300c,5,91.0,Médio / Medium
2444,revlon,colorstay makeup for combo/oily skin,golden beige,300,69.2156862745098,#e3a87e,300.0,300,105,111.0,Médio / Medium
2445,almay,clear complexion make myself clear makeup,naked,300,67.6470588235294,#cea48b,300.0,300,2,92.0,Médio / Medium
2446,lancôme,teint idole ultra wear 24h long wear foundation,bisque,300,61.7647058823529,#c4a577,300.0,300,75,88.0,Médio / Medium
2447,juvia's place,i am magic foundation,gabon,300,41.5686274509804,#9d5637,300.0,300,57,93.0,Escuro / Dark
2448,zoeva,authentik skin natural luminous foundation,joy,300n,54.7058823529412,#ce7f49,300.0,300n,128,78.0,Médio / Medium
2449,exa,high fidelity foundation,michelle,300,58.23529411764709,#c09069,300.0,300,43,115.0,Médio / Medium
2450,smith & cult,veiled threat weightless micro-blurring foundation,neutral,300,61.1764705882353,#cf9d69,300.0,300,115,95.0,Médio / Medium
2451,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,300,63.1372549019608,#d29a70,300.0,300,46,96.0,Médio / Medium
2452,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,300,68.4313725490196,#e5a778,300.0,300,45,97.0,Médio / Medium
2453,make up for ever,ultra hd invisible cover foundation,,r300,64.3137254901961,#c09c88,300.0,r300,80,122.0,Médio / Medium
2454,rare beauty by selena gomez,liquid touch weightless foundation,,300c,72.15686274509801,#ddb093,300.0,300c,102,98.0,Médio / Medium
2455,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,300,64.9019607843137,#d4a477,300.0,300,44,99.0,Médio / Medium
2456,huda beauty,#fauxfilter skin finish buildable coverage foundation stick,,300n,79.2156862745098,#edc2a7,300.0,300n,52,100.0,Claro / Light
2457,huda beauty,#fauxfilter full coverage matte foundation,latte,300n,62.54901960784311,#c5a17a,300.0,300n,51,101.0,Médio / Medium
2458,la mer,the soft fluid long wear foundation spf 20,taupe,300,66.8627450980392,#c7a28e,300.0,300,69,118.0,Médio / Medium
2459,givenchy,teint couture city balm radiant perfecting skin tint spf 25,,n300,64.9019607843137,#c9a282,300.0,n300,48,107.0,Médio / Medium
2460,origins,pretty in bloom™ spf 20 flower-infused long-wear foundation,,300,69.8039215686274,#d5ac8f,300.0,300,98,102.0,Médio / Medium
2461,beauty bakerie,instabake aqua glass foundation,neutral,301,22.156862745098,#47312a,301.0,301,12,127.0,Retinto / Deep
2462,koh gen do,aqua foundation,,301,65.8823529411765,#d79a79,301.0,301,64,63.0,Médio / Medium
2463,koh gen do,aqua foundation,,302,65.4901960784314,#d2987c,302.0,302,64,63.0,Médio / Medium
2464,givenchy,teint couture city balm radiant perfecting skin tint spf 25,,c302,68.2352941176471,#c9a993,302.0,c302,48,107.0,Médio / Medium
2465,beauty bakerie,instabake aqua glass foundation,warm,303,24.9019607843137,#52382d,303.0,303,12,127.0,Retinto / Deep
2466,koh gen do,aqua foundation,,303,63.5294117647059,#c48f80,303.0,303,64,63.0,Médio / Medium
2467,anastasia beverly hills,luminous foundation,,305n,66.6666666666667,#d4ab80,305.0,305n,5,91.0,Médio / Medium
2468,beauty bakerie,instabake aqua glass foundation,warm,305,30.980392156862703,#70492e,305.0,305,12,127.0,Escuro / Dark
2469,make up for ever,ultra hd invisible cover foundation,,y305,64.9019607843137,#c0a18b,305.0,y305,80,122.0,Médio / Medium
2470,make up for ever,reboot active care revitalizing foundation,,y305,66.6666666666667,#d1a883,305.0,y305,79,125.0,Médio / Medium
2471,make up for ever,matte velvet skin blurring powder foundation,,y305,85.0980392156863,#ffceb3,305.0,y305,77,126.0,Claro / Light
2472,make up for ever,matte velvet skin full coverage foundation,,y305,79.2156862745098,#e6caae,305.0,y305,78,123.0,Claro / Light
2473,beauty bakerie,instabake aqua glass foundation,cool neutral,307,31.960784313725497,#744a2f,307.0,307,12,127.0,Escuro / Dark
2474,beauty bakerie,instabake aqua glass foundation,warm,309,35.0980392156863,#84542f,309.0,309,12,127.0,Escuro / Dark
2475,anastasia beverly hills,luminous foundation,,310c,61.1764705882353,#cb9f6d,310.0,310c,5,91.0,Médio / Medium
2476,lancôme,dual finish multi-tasking lightweight pressed powder foundation,versatile bisque ii,310,81.7647058823529,#f5cdac,310.0,310,71,120.0,Claro / Light
2477,revlon,colorstay makeup for combo/oily skin,warm golden,310,69.41176470588239,#e1a581,310.0,310,105,111.0,Médio / Medium
2478,maybelline,fit me matte + poreless liquid foundation,sun beige,310,70.5882352941177,#e1ac87,310.0,310,90,104.0,Médio / Medium
2479,revlon,colorstay full cover foundation,warm golden,310,73.5294117647059,#e9b88e,310.0,310,103,113.0,Médio / Medium
2480,maybelline,super stay full coverage foundation,sun beige,310,66.6666666666667,#cea786,310.0,310,91,105.0,Médio / Medium
2481,lancôme,teint idole ultra wear 24h long wear foundation,bisque c,310,73.1372549019608,#e2b593,310.0,310,75,88.0,Médio / Medium
2482,juvia's place,i am magic foundation,burkina,310,39.8039215686274,#9e542d,310.0,310,57,93.0,Escuro / Dark
2483,lancôme,rénergie lift makeup lightweight liquid foundation spf 27,clair 30 c,310,65.0980392156863,#d2a17a,310.0,310,72,89.0,Médio / Medium
2484,zoeva,authentik skin natural luminous foundation,kind,310c,51.3725490196078,#c57341,310.0,310c,128,78.0,Médio / Medium
2485,exa,high fidelity foundation,brandy,310,65.0980392156863,#d5a277,310.0,310,43,115.0,Médio / Medium
2486,smith & cult,veiled threat weightless micro-blurring foundation,neutral,310,64.7058823529412,#e29d68,310.0,310,115,95.0,Médio / Medium
2487,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,310,64.5098039215686,#d7a072,310.0,310,46,96.0,Médio / Medium
2488,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,310,68.6274509803922,#eca572,310.0,310,45,97.0,Médio / Medium
2489,rare beauty by selena gomez,liquid touch weightless foundation,,310w,65.8823529411765,#d3a47d,310.0,310w,102,98.0,Médio / Medium
2490,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,310,65.6862745098039,#daa475,310.0,310,44,99.0,Médio / Medium
2491,huda beauty,#fauxfilter skin finish buildable coverage foundation stick,,310g,70.1960784313725,#e6b380,310.0,310g,52,100.0,Médio / Medium
2492,gucci,fluide de beauté fini naturel - natural finish fluid foundation,,310n,60.588235294117595,#cc9169,310.0,310n,49,116.0,Médio / Medium
2493,huda beauty,#fauxfilter full coverage matte foundation,amaretti,310g,62.54901960784311,#cb9d74,310.0,310g,51,101.0,Médio / Medium
2494,shiseido,synchro skin self-refreshing foundation spf 30,,310,81.3725490196078,#efcdb0,310.0,310,118,117.0,Claro / Light
2495,la mer,the soft fluid long wear foundation spf 20,beige,310,78.6274509803922,#f0c2a1,310.0,310,69,118.0,Claro / Light
2496,shiseido,synchro skin self-refreshing custom finish powder foundation,silk,310,72.15686274509801,#e4b28c,310.0,310,117,119.0,Médio / Medium
2497,origins,pretty in bloom™ spf 20 flower-infused long-wear foundation,,310,68.4313725490196,#d2a98b,310.0,310,98,102.0,Médio / Medium
2498,beauty bakerie,instabake aqua glass foundation,warm,311,35.8823529411765,#88572f,311.0,311,12,127.0,Escuro / Dark
2499,maybelline,fit me matte + poreless liquid foundation,golden,312,65.8823529411765,#d89878,312.0,312,90,104.0,Médio / Medium
2500,maybelline,super stay full coverage foundation,golden,312,61.960784313725505,#c69a76,312.0,312,91,105.0,Médio / Medium
2501,givenchy,teint couture city balm radiant perfecting skin tint spf 25,,n312,59.6078431372549,#ae8c82,312.0,n312,48,107.0,Médio / Medium
2502,beauty bakerie,instabake aqua glass foundation,warm,313,40.3921568627451,#966038,313.0,313,12,127.0,Escuro / Dark
2503,anastasia beverly hills,luminous foundation,,315n,58.4313725490196,#b99371,315.0,315n,5,91.0,Médio / Medium
2504,lancôme,dual finish multi-tasking lightweight pressed powder foundation,versatile wheat ii,315,77.2549019607843,#f0c49a,315.0,315,71,120.0,Claro / Light
2505,beauty bakerie,instabake aqua glass foundation,warm,315,46.6666666666667,#a87446,315.0,315,12,127.0,Escuro / Dark
2506,make up for ever,ultra hd invisible cover foundation,,y315,57.0588235294118,#ae8c75,315.0,y315,80,122.0,Médio / Medium
2507,make up for ever,reboot active care revitalizing foundation,,y315,69.2156862745098,#d2af8f,315.0,y315,79,125.0,Médio / Medium
2508,make up for ever,matte velvet skin blurring powder foundation,,y315,83.5294117647059,#fcc8ae,315.0,y315,77,126.0,Claro / Light
2509,huda beauty,#fauxfilter skin finish buildable coverage foundation stick,,315b,82.156862745098,#f8c7ab,315.0,315b,52,100.0,Claro / Light
2510,make up for ever,matte velvet skin full coverage foundation,,y315,77.0588235294118,#e5c6a4,315.0,y315,78,123.0,Claro / Light
2511,make up for ever,ultra hd invisible cover stick foundation,,y315,69.41176470588239,#d6a58c,315.0,y315,81,124.0,Médio / Medium
2512,beauty bakerie,instabake aqua glass foundation,warm,317,51.5686274509804,#b97a4e,317.0,317,12,127.0,Médio / Medium
2513,beauty bakerie,instabake aqua glass foundation,neutral,319,53.921568627451,#b77c5c,319.0,319,12,127.0,Médio / Medium
2514,anastasia beverly hills,luminous foundation,,320n,56.862745098039206,#b88c6a,320.0,320n,5,91.0,Médio / Medium
2515,lancôme,teint idole ultra longwear foundation stick spf 21,bisque w,320,72.5490196078431,#ddb695,320.0,320,74,110.0,Médio / Medium
2516,lancôme,dual finish multi-tasking lightweight pressed powder foundation,versatile amande iii,320,78.0392156862745,#f2c49c,320.0,320,71,120.0,Claro / Light
2517,revlon,colorstay makeup for combo/oily skin,true beige,320,68.2352941176471,#d5a287,320.0,320,105,111.0,Médio / Medium
2518,maybelline,fit me matte + poreless liquid foundation,natural tan,320,68.8235294117647,#dda482,320.0,320,90,104.0,Médio / Medium
2519,revlon,colorstay makeup for normal/dry skin,true beige,320,68.2352941176471,#d5a287,320.0,320,106,112.0,Médio / Medium
2520,revlon,colorstay full cover foundation,true beige,320,72.3529411764706,#e4b78d,320.0,320,103,113.0,Médio / Medium
2521,maybelline,super stay full coverage foundation,honey,320,61.7647058823529,#c69475,320.0,320,91,105.0,Médio / Medium
2522,lancôme,teint idole ultra wear 24h long wear foundation,bisque w,320,70.0,#deb387,320.0,320,75,88.0,Médio / Medium
2523,juvia's place,i am magic foundation,zaria,320,35.2941176470588,#8e4726,320.0,320,57,93.0,Escuro / Dark
2524,lancôme,rénergie lift makeup lightweight liquid foundation spf 27,clair 25 w,320,66.6666666666667,#d8a47c,320.0,320,72,89.0,Médio / Medium
2525,zoeva,authentik skin natural luminous foundation,legendary,320c,51.176470588235304,#cd6d38,320.0,320c,128,78.0,Médio / Medium
2526,exa,high fidelity foundation,laura,320,70.7843137254902,#d9ad90,320.0,320,43,115.0,Médio / Medium
2527,smith & cult,veiled threat weightless micro-blurring foundation,warm,320,65.0980392156863,#e99b63,320.0,320,115,95.0,Médio / Medium
2528,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,320,64.9019607843137,#d79a74,320.0,320,46,96.0,Médio / Medium
2529,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,320,68.4313725490196,#e8a275,320.0,320,45,97.0,Médio / Medium
2530,rare beauty by selena gomez,liquid touch weightless foundation,,320w,67.843137254902,#e0ac7a,320.0,320w,102,98.0,Médio / Medium
2531,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,320,65.2941176470588,#d6a177,320.0,320,44,99.0,Médio / Medium
2532,huda beauty,#fauxfilter skin finish buildable coverage foundation stick,,320g,80.1960784313726,#f5c9a4,320.0,320g,52,100.0,Claro / Light
2533,gucci,fluide de beauté fini naturel - natural finish fluid foundation,,320c,62.3529411764706,#d1956d,320.0,320c,49,116.0,Médio / Medium
2534,huda beauty,#fauxfilter full coverage matte foundation,tres leches,320g,59.6078431372549,#c69a6a,320.0,320g,51,101.0,Médio / Medium
2535,shiseido,synchro skin self-refreshing foundation spf 30,,320,80.7843137254902,#f3cda9,320.0,320,118,117.0,Claro / Light
2536,la mer,the soft fluid long wear foundation spf 20,blush,320,80.58823529411761,#eec6ad,320.0,320,69,118.0,Claro / Light
2537,origins,pretty in bloom™ spf 20 flower-infused long-wear foundation,,320,79.6078431372549,#e1cab5,320.0,320,98,102.0,Claro / Light
2538,beauty bakerie,instabake aqua glass foundation,warm,321,54.901960784313694,#ba845e,321.0,321,12,127.0,Médio / Medium
2539,maybelline,fit me matte + poreless liquid foundation,warm honey,322,66.4705882352941,#de9f75,322.0,322,90,104.0,Médio / Medium
2540,beauty bakerie,instabake aqua glass foundation,warm,323,57.843137254902,#c18d66,323.0,323,12,127.0,Médio / Medium
2541,beauty bakerie,instabake aqua glass foundation,neutral,325,59.4117647058824,#cc8e63,325.0,325,12,127.0,Médio / Medium
2542,make up for ever,ultra hd invisible cover foundation,,y325,58.4313725490196,#b28e78,325.0,y325,80,122.0,Médio / Medium
2543,make up for ever,matte velvet skin full coverage foundation,,y325,76.078431372549,#dbc2a9,325.0,y325,78,123.0,Claro / Light
2544,make up for ever,ultra hd invisible cover stick foundation,,y325,70.3921568627451,#dead89,325.0,y325,81,124.0,Médio / Medium
2545,beauty bakerie,instabake aqua glass foundation,cool neutral,327,61.7647058823529,#cd946e,327.0,327,12,127.0,Médio / Medium
2546,make up for ever,reboot active care revitalizing foundation,,y328,65.8823529411765,#cd9f83,328.0,y328,79,125.0,Médio / Medium
2547,beauty bakerie,instabake aqua glass foundation,warm neutral,329,62.7450980392157,#cf9c71,329.0,329,12,127.0,Médio / Medium
2548,anastasia beverly hills,luminous foundation,,330w,53.921568627451,#b4845f,330.0,330w,5,91.0,Médio / Medium
2549,lancôme,teint idole ultra longwear foundation stick spf 21,bisque n,330,69.8039215686274,#dfaf85,330.0,330,74,110.0,Médio / Medium
2550,revlon,colorstay makeup for combo/oily skin,natural tan,330,69.6078431372549,#dca787,330.0,330,105,111.0,Médio / Medium
2551,maybelline,fit me matte + poreless liquid foundation,toffee,330,59.8039215686274,#cc8c65,330.0,330,90,104.0,Médio / Medium
2552,revlon,colorstay makeup for normal/dry skin,natural tan,330,69.6078431372549,#dca787,330.0,330,106,112.0,Médio / Medium
2553,revlon,colorstay full cover foundation,natural tan,330,66.2745098039216,#de9f74,330.0,330,103,113.0,Médio / Medium
2554,maybelline,super stay full coverage foundation,toffee,330,53.3333333333333,#b1805f,330.0,330,91,105.0,Médio / Medium
2555,lancôme,teint idole ultra wear 24h long wear foundation,bisque n,330,69.8039215686274,#dfaf85,330.0,330,75,88.0,Médio / Medium
2556,juvia's place,i am magic foundation,accra,330,42.3529411764706,#a36335,330.0,330,57,93.0,Escuro / Dark
2557,lancôme,rénergie lift makeup lightweight liquid foundation spf 27,bisque n,330,64.11764705882351,#d69d71,330.0,330,72,89.0,Médio / Medium
2558,revlon,colorstay light cover liquid foundation,natural tan,330,56.470588235294095,#bd8863,330.0,330,104,114.0,Médio / Medium
2559,zoeva,authentik skin natural luminous foundation,loveable,330c,51.176470588235304,#cd6d38,330.0,330c,128,78.0,Médio / Medium
2560,exa,high fidelity foundation,bensley,330,61.568627450980394,#cc906e,330.0,330,43,115.0,Médio / Medium
2561,smith & cult,veiled threat weightless micro-blurring foundation,warm,330,61.1764705882353,#e09158,330.0,330,115,95.0,Médio / Medium
2562,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,330,62.3529411764706,#d89b66,330.0,330,46,96.0,Médio / Medium
2563,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,330,68.4313725490196,#eca871,330.0,330,45,97.0,Médio / Medium
2564,make up for ever,ultra hd invisible cover foundation,,r330,57.6470588235294,#b18b75,330.0,r330,80,122.0,Médio / Medium
2565,rare beauty by selena gomez,liquid touch weightless foundation,,330n,68.2352941176471,#dfa37d,330.0,330n,102,98.0,Médio / Medium
2566,make up for ever,matte velvet skin blurring powder foundation,,r330,82.3529411764706,#f9c3ab,330.0,r330,77,126.0,Claro / Light
2567,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,330,65.4901960784314,#daa674,330.0,330,44,99.0,Médio / Medium
2568,huda beauty,#fauxfilter skin finish buildable coverage foundation stick,,330n,80.7843137254902,#f2c6aa,330.0,330n,52,100.0,Claro / Light
2569,gucci,fluide de beauté fini naturel - natural finish fluid foundation,,330w,63.1372549019608,#d7966b,330.0,330w,49,116.0,Médio / Medium
2570,make up for ever,matte velvet skin full coverage foundation,,r330,78.4313725490196,#e5c9ab,330.0,r330,78,123.0,Claro / Light
2571,make up for ever,ultra hd invisible cover stick foundation,,r330,68.2352941176471,#c9a293,330.0,r330,81,124.0,Médio / Medium
2572,huda beauty,#fauxfilter full coverage matte foundation,butter pecan,330n,52.9411764705882,#b3875b,330.0,330n,51,101.0,Médio / Medium
2573,shiseido,synchro skin self-refreshing foundation spf 30,,330,79.8039215686275,#eccbab,330.0,330,118,117.0,Claro / Light
2574,la mer,the soft fluid long wear foundation spf 20,tan,330,70.7843137254902,#dcaf8d,330.0,330,69,118.0,Médio / Medium
2575,beauty bakerie,instabake aqua glass foundation,neutral,331,63.1372549019608,#d0a072,331.0,331,12,127.0,Médio / Medium
2576,anastasia beverly hills,luminous foundation,,332c,54.901960784313694,#ba915e,332.0,332c,5,91.0,Médio / Medium
2577,maybelline,fit me matte + poreless liquid foundation,golden caramel,332,58.823529411764696,#c99263,332.0,332,90,104.0,Médio / Medium
2578,maybelline,super stay full coverage foundation,golden caramel,332,60.0,#bf9e73,332.0,332,91,105.0,Médio / Medium
2579,beauty bakerie,instabake aqua glass foundation,neutral,333,65.6862745098039,#cfa380,333.0,333,12,127.0,Médio / Medium
2580,maybelline,fit me matte + poreless liquid foundation,warm sun,334,56.6666666666667,#cc8555,334.0,334,90,104.0,Médio / Medium
2581,anastasia beverly hills,luminous foundation,,335w,52.9411764705882,#b2815c,335.0,335w,5,91.0,Médio / Medium
2582,beauty bakerie,instabake aqua glass foundation,warm,335,66.6666666666667,#d1aa83,335.0,335,12,127.0,Médio / Medium
2583,maybelline,fit me matte + poreless liquid foundation,classic tan,335,58.23529411764709,#ca8b5f,335.0,335,90,104.0,Médio / Medium
2584,lancôme,teint idole ultra wear 24h long wear foundation,bisque,335,99.21568627450979,#fdfdfd,335.0,335,75,88.0,Claro / Light
2585,make up for ever,ultra hd invisible cover foundation,,y335,56.862745098039206,#b18c71,335.0,y335,80,122.0,Médio / Medium
2586,make up for ever,matte velvet skin blurring powder foundation,,y335,80.9803921568627,#f8c1a5,335.0,y335,77,126.0,Claro / Light
2587,huda beauty,#fauxfilter skin finish buildable coverage foundation stick,,335b,82.7450980392157,#f6c3b0,335.0,335b,52,100.0,Claro / Light
2588,make up for ever,matte velvet skin full coverage foundation,,y335,75.49019607843141,#dcc6a5,335.0,y335,78,123.0,Claro / Light
2589,make up for ever,ultra hd invisible cover stick foundation,,y335,66.07843137254899,#d79f7a,335.0,y335,81,124.0,Médio / Medium
2590,beauty bakerie,instabake aqua glass foundation,warm,337,69.41176470588239,#d7b18b,337.0,337,12,127.0,Médio / Medium
2591,maybelline,fit me matte + poreless liquid foundation,spicy brown,338,58.0392156862745,#c68462,338.0,338,90,104.0,Médio / Medium
2592,beauty bakerie,instabake aqua glass foundation,neutral,339,73.1372549019608,#dcb799,339.0,339,12,127.0,Médio / Medium
2593,anastasia beverly hills,luminous foundation,,340c,45.4901960784314,#986f50,340.0,340c,5,91.0,Escuro / Dark
2594,lancôme,dual finish multi-tasking lightweight pressed powder foundation,versatile nu iii,340,76.6666666666667,#f3c094,340.0,340,71,120.0,Claro / Light
2595,revlon,colorstay makeup for combo/oily skin,early tan,340,68.4313725490196,#d79f86,340.0,340,105,111.0,Médio / Medium
2596,maybelline,fit me matte + poreless liquid foundation,cappuccino,340,54.901960784313694,#c88350,340.0,340,90,104.0,Médio / Medium
2597,maybelline,super stay full coverage foundation,cappuccino,340,42.941176470588196,#a16d3a,340.0,340,91,105.0,Escuro / Dark
2598,lancôme,teint idole ultra wear 24h long wear foundation,bisque n,340,67.6470588235294,#d6aa83,340.0,340,75,88.0,Médio / Medium
2599,juvia's place,i am magic foundation,kampala,340,41.5686274509804,#a35d31,340.0,340,57,93.0,Escuro / Dark
2600,lancôme,rénergie lift makeup lightweight liquid foundation spf 27,clair 35 n,340,64.7058823529412,#d1a479,340.0,340,72,89.0,Médio / Medium
2601,zoeva,authentik skin natural luminous foundation,magical,340w,47.6470588235294,#c5692e,340.0,340w,128,78.0,Escuro / Dark
2602,exa,high fidelity foundation,koko,340,63.921568627450995,#d09276,340.0,340,43,115.0,Médio / Medium
2603,smith & cult,veiled threat weightless micro-blurring foundation,warm,340,57.843137254902,#d98d4e,340.0,340,115,95.0,Médio / Medium
2604,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,340,48.823529411764696,#a57254,340.0,340,46,96.0,Escuro / Dark
2605,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,340,59.4117647058824,#c58d6a,340.0,340,45,97.0,Médio / Medium
2606,rare beauty by selena gomez,liquid touch weightless foundation,,340c,64.11764705882351,#cfa178,340.0,340c,102,98.0,Médio / Medium
2607,make up for ever,reboot active care revitalizing foundation,,y340,63.5294117647059,#cc9c78,340.0,y340,79,125.0,Médio / Medium
2608,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,340,51.3725490196078,#ac7d5a,340.0,340,44,99.0,Médio / Medium
2609,huda beauty,#fauxfilter skin finish buildable coverage foundation stick,,340g,69.6078431372549,#d9b18a,340.0,340g,52,100.0,Médio / Medium
2610,gucci,fluide de beauté fini naturel - natural finish fluid foundation,,340n,62.9411764705882,#d69b6b,340.0,340n,49,116.0,Médio / Medium
2611,huda beauty,#fauxfilter full coverage matte foundation,huda beauty fauxfilter full coverage matte foundation baklava,340g,50.5882352941176,#b3814f,340.0,340g,51,101.0,Médio / Medium
2612,shiseido,synchro skin self-refreshing foundation spf 30,,340,81.5686274509804,#f6d0aa,340.0,340,118,117.0,Claro / Light
2613,la mer,the soft fluid long wear foundation spf 20,suede,340,78.6274509803922,#f4bf9d,340.0,340,69,118.0,Claro / Light
2614,shiseido,synchro skin self-refreshing custom finish powder foundation,oak,340,69.41176470588239,#e0ab82,340.0,340,117,119.0,Médio / Medium
2615,origins,pretty in bloom™ spf 20 flower-infused long-wear foundation,,340,64.9019607843137,#c6a485,340.0,340,98,102.0,Médio / Medium
2616,beauty bakerie,instabake aqua glass foundation,warm neutral,341,73.5294117647059,#e0b897,341.0,341,12,127.0,Médio / Medium
2617,beauty bakerie,instabake aqua glass foundation,neutral,343,74.7058823529412,#e0ba9d,343.0,343,12,127.0,Médio / Medium
2618,anastasia beverly hills,luminous foundation,,345c,51.3725490196078,#af7e57,345.0,345c,5,91.0,Médio / Medium
2619,beauty bakerie,instabake aqua glass foundation,warm,345,77.84313725490199,#e6c3a7,345.0,345,12,127.0,Claro / Light
2620,fenty beauty by rihanna,pro filt'r soft matte powder foundation,,345,53.921568627451,#c08553,345.0,345,46,96.0,Médio / Medium
2621,fenty beauty by rihanna,pro filt'r soft matte longwear foundation,,345,67.2549019607843,#e4a673,345.0,345,45,97.0,Médio / Medium
2622,make up for ever,ultra hd invisible cover foundation,,y345,63.3333333333333,#c19c82,345.0,y345,80,122.0,Médio / Medium
2623,make up for ever,matte velvet skin blurring powder foundation,,y345,76.8627450980392,#ebb69d,345.0,y345,77,126.0,Claro / Light
2624,fenty beauty by rihanna,pro filt'r hydrating longwear foundation,,345,62.7450980392157,#d1a16f,345.0,345,44,99.0,Médio / Medium
2625,make up for ever,matte velvet skin full coverage foundation,,y345,74.7058823529412,#ddc4a0,345.0,y345,78,123.0,Médio / Medium
2626,givenchy,teint couture city balm radiant perfecting skin tint spf 25,,c345,51.176470588235304,#a7775e,345.0,c345,48,107.0,Médio / Medium
2627,beauty bakerie,instabake aqua glass foundation,cool,347,81.1764705882353,#ebc8b3,347.0,347,12,127.0,Claro / Light
2628,beauty bakerie,instabake aqua glass foundation,warm,349,81.1764705882353,#eecab0,349.0,349,12,127.0,Claro / Light
2629,anastasia beverly hills,luminous foundation,,350c,47.843137254902004,#a17153,350.0,350c,5,91.0,Escuro / Dark
2630,lancôme,dual finish multi-tasking lightweight pressed powder foundation,bisque,350,72.3529411764706,#eeb683,350.0,350,71,120.0,Médio / Medium
2631,revlon,colorstay makeup for combo/oily skin,rich tan,350,68.2352941176471,#d5a287,350.0,350,105,111.0,Médio / Medium
2632,lancôme,teint idole ultra wear 24h long wear foundation,bisque c,350,68.6274509803922,#daaa84,350.0,350,75,88.0,Médio / Medium
