id_registro,marca,linha,id_produto_marca,nome_tom,subtom,categoria_tom_marca,codigo_hex,rgb_r,rgb_g,rgb_b,luminosidade_relativa,luminosidade_pct,grupo_luminosidade,peso_volume,unidade,cobertura,acabamento,textura,tipo_pele,vegano,cruelty_free,fps,ativo_destaque,tipo_hex,fonte_oficial,fonte_swatch,imagem_swatch_url,data_coleta,status_qualidade,observacao_metodologica,fase_coleta,versao_regua
108,Natura,Una,Base Sérum Nude Me Una 30 ml,16F,Frio,10–48 / F-Q-N,#CFA076,207,160,118,"0,6547","65,47",Claro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
109,Natura,Una,Base Sérum Nude Me Una 30 ml,19N,Neutro,10–48 / F-Q-N,#D2A372,210,163,114,"0,6645","66,45",Claro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
110,Natura,Una,Base Sérum Nude Me Una 30 ml,20N,Neutro,10–48 / F-Q-N,#C58C5F,197,140,95,"0,5838","58,38",Médio,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
111,Natura,Una,Base Sérum Nude Me Una 30 ml,21Q,Quente,10–48 / F-Q-N,#C78E61,199,142,97,"0,5916","59,16",Médio,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
112,Natura,Una,Base Sérum Nude Me Una 30 ml,23F,Frio,10–48 / F-Q-N,#C09068,192,144,104,"0,5934","59,34",Médio,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
113,Natura,Una,Base Sérum Nude Me Una 30 ml,24F,Frio,10–48 / F-Q-N,#C18B65,193,139,101,"0,5794","57,94",Médio,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
114,Natura,Una,Base Sérum Nude Me Una 30 ml,25Q,Quente,10–48 / F-Q-N,#BC7E4F,188,126,79,"0,5325","53,25",Médio,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
115,Natura,Una,Base Sérum Nude Me Una 30 ml,27N,Neutro,10–48 / F-Q-N,#BE865D,190,134,93,"0,5606","56,06",Médio,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
116,Natura,Una,Base Sérum Nude Me Una 30 ml,29N,Neutro,10–48 / F-Q-N,#BA8253,186,130,83,"0,5432","54,32",Médio,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
117,Natura,Una,Base Sérum Nude Me Una 30 ml,30F,Frio,10–48 / F-Q-N,#A4694B,164,105,75,"0,4525","45,25",Escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
118,Natura,Una,Base Sérum Nude Me Una 30 ml,32N,Neutro,10–48 / F-Q-N,#A66A35,166,106,53,"0,4507","45,07",Escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
119,Natura,Una,Base Sérum Nude Me Una 30 ml,32Q,Quente,10–48 / F-Q-N,#AF6336,175,99,54,"0,4389","43,89",Escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
120,Natura,Una,Base Sérum Nude Me Una 30 ml,33N,Neutro,10–48 / F-Q-N,#9F5D2B,159,93,43,"0,4056","40,56",Escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
121,Natura,Una,Base Sérum Nude Me Una 30 ml,35N,Neutro,10–48 / F-Q-N,#8F4D1C,143,77,28,"0,3431","34,31",Muito escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
122,Natura,Una,Base Sérum Nude Me Una 30 ml,35Q,Quente,10–48 / F-Q-N,#8D4F28,141,79,40,"0,3505","35,05",Muito escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
123,Natura,Una,Base Sérum Nude Me Una 30 ml,37Q,Quente,10–48 / F-Q-N,#9B4E2B,155,78,43,"0,3602","36,02",Escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
124,Natura,Una,Base Sérum Nude Me Una 30 ml,40Q,Quente,10–48 / F-Q-N,#8C4B24,140,75,36,"0,3373","33,73",Muito escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
125,Natura,Una,Base Sérum Nude Me Una 30 ml,43N,Neutro,10–48 / F-Q-N,#864B2F,134,75,47,"0,3354","33,54",Muito escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
126,Natura,Una,Base Sérum Nude Me Una 30 ml,44N,Neutro,10–48 / F-Q-N,#73402B,115,64,43,"0,2876","28,76",Muito escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
127,Natura,Una,Base Sérum Nude Me Una 30 ml,46Q,Quente,10–48 / F-Q-N,#763B29,118,59,41,"0,2755","27,55",Muito escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
128,Natura,Una,Base Sérum Nude Me Una 30 ml,48F,Frio,10–48 / F-Q-N,#67341F,103,52,31,"0,2405","24,05",Muito escuro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
129,Mari Maria,Velvet 2.0,Base e Corretivo Velvet Skin 2.0,BAUNILHA - 2.0,Não informado pela fonte consultada,Amostra oficial validada,#FCE5C7,252,229,199,"0,9087","90,87",Muito claro,"25,00",g,Média a alta,Aveludado,Não informado pela fonte consultada,Todos os tipos de pele,Não informado pela fonte consultada,Sim,Presente; fator não informado,Vitamina E,Oficial — hexadecimal textual do site,https://www.marimariamakeup.com/base-e-corretivo-matte-velvet-skin/p,https://www.marimariamakeup.com/face/base-e-corretivo,Não se aplica — HEX publicado em texto,2026-08-10,Pareamento nome + HEX explícito em fonte oficial,Somente pares diretamente verificáveis foram inseridos para impedir associação inventada.,Fase 2,Velvet 2.0 — amostra validada
130,Mari Maria,Velvet 2.0,Base e Corretivo Velvet Skin 2.0,BEGE CLARO 1 - 2.0,Não informado pela fonte consultada,Amostra oficial validada,#C1A18F,193,161,143,"0,6530","65,30",Claro,"25,00",g,Média a alta,Aveludado,Não informado pela fonte consultada,Todos os tipos de pele,Não informado pela fonte consultada,Sim,Presente; fator não informado,Vitamina E,Oficial — hexadecimal textual do site,https://www.marimariamakeup.com/base-e-corretivo-matte-velvet-skin/p,https://www.marimariamakeup.com/face/base-e-corretivo,Não se aplica — HEX publicado em texto,2026-08-10,Pareamento nome + HEX explícito em fonte oficial,Somente pares diretamente verificáveis foram inseridos para impedir associação inventada.,Fase 2,Velvet 2.0 — amostra validada
